,pair_id,id_1,id_2,text_1,text_2,is_paraphrase
6136,24287,32770,32891,"['польский', 'байкер', 'готовый', 'поддержать', '``', 'ночной', 'волков', ""''""]","['``', 'ночной', 'волк', ""''"", 'пересечь', 'польский', 'граница']",-1
6137,24288,32772,32891,"['сми', '``', 'ночной', 'волк', ""''"", 'почтить', 'память', 'польский', 'офицер', 'в', 'катыни']","['``', 'ночной', 'волк', ""''"", 'пересечь', 'польский', 'граница']",-1
6138,24289,32892,32893,"['эмма', 'стоун', 'мочь', 'сняться', 'в', 'российский', 'фильм', 'о', 'нюрнбергский', 'процесс']","['эмма', 'стоун', 'позвать', 'сниматься', 'в', 'российский', 'фильм', 'о', 'нюрнбергский', 'процесс']",1
6139,24290,32894,32895,"['путин', 'встретиться', 'с', 'делегация', 'мировой', '``', 'старейшина', ""''"", 'в', 'глава', 'с', 'аннаном']","['владимир', 'путин', 'встретиться', 'с', '``', 'группа', 'старейшина', ""''""]",0
6140,24291,32896,32897,"['в', 'сша', 'оштрафовать', 'пекарь', 'за', 'отказ', 'испечь', 'торт', 'для', 'однополый', 'пара']","['в', 'сша', 'пекарня', 'оштрафовать', 'за', 'отказ', 'сделать', 'торт', 'для', 'гея-свадьба']",1
6141,24292,32898,32899,"['а-380', 'компания', 'emirates', 'совершить', 'экстренный', 'посадка', 'в', '``', 'домодедово', ""''""]","['в', 'домодедово', 'вынужденный', 'посадка', 'совершить', 'airbus', 'a380']",1
6142,24294,32902,32903,"['назарбаев', 'извиниться', 'перед', 'наблюдатель', 'за', 'высокий', 'цифра', 'на', 'выборы']","['назарбаев', 'извиниться', 'перед', 'супердемократичный', 'страна', 'за', 'итог', 'выборы']",0
6143,24295,32904,32905,"['гп', 'авария', 'траулер', '``', 'дальний', 'восток', ""''"", 'обусловить', 'нарушение', 'закон']","['после', 'крушение', 'траулер', '``', 'дальний', 'восток', ""''"", 'гп', 'выявить', 'грубый', 'нарушение']",0
6144,24296,32906,32907,"['власть', 'днр', 'планировать', 'законсервировать', '20', 'шахта']","['власть', 'днр', 'законсервировать', '20', 'шахта']",1
6145,24297,32908,32909,"['министр', 'иностранный', 'дело', 'сальвадор', 'планировать', 'посетить', 'в', 'июнь', 'петербург']","['подчинённый', 'генерал', 'сугробова', 'получить', '5,5', 'год', 'колония']",-1
6146,24298,32884,32910,"['почему', 'запад', 'демонизировать', 'путин']","['путин', 'запад', 'использовать', 'экономический', 'рычаг', 'в', 'политический', 'цель']",-1
6147,24299,32911,32912,"['ес', 'поставка', 'с-300', 'не', 'повлиять', 'на', 'переговоры', 'иран', 'и', '``', 'шестёрка', ""''""]","['в', 'ес', 'отказаться', 'увязывать', 'поставка', 'с-300', 'с', 'переговоры', 'шестёрка', 'и', 'иран']",0
6148,24300,32913,32914,"['два', 'самолёт', 'мчс', 'россия', 'в', 'нью-дели', 'ожидать', 'открытие', 'аэропорт', 'катманду']","['в', 'иерусалим', 'показать', 'самый', 'маленький', 'библия', 'в', 'мир']",-1
6149,24301,32915,32916,"['полицейский', 'задержать', 'в', 'дагестан', 'автобус', 'с', 'розовый', 'фламинго']","['в', 'дагестан', 'задержать', 'микроавтобус', 'с', 'фламинго']",1
6150,24302,32917,32918,"['кто', 'не', 'за', 'майдан', 'тот', 'подозрительный']","['ск', 'рф', 'предъявить', 'обвинение', 'по', 'дело', 'о', 'взрыв', 'пиротехник', 'в', 'орёл']",-1
6151,24303,32919,32920,"['президент', 'судан', 'аль-башир', 'побеждать', 'на', 'выборы', 'с', '94,5', '%', 'голос']","['омар', 'аль-башир', 'снова', 'стать', 'президент', 'судан']",0
6152,24304,32921,32922,"['сми', 'польша', 'отказать', 'в', 'въезд', 'участник', 'мотопробег', '``', 'ночной', 'волков', ""''""]","['колонна', 'ночной', 'волков', 'не', 'пропустить', 'на', 'территория', 'польша']",0
6153,24305,32923,32922,"['``', 'ночной', 'волк', ""''"", 'не', 'участвовать', 'в', 'мотопробег', 'въехать', 'в', 'польша']","['колонна', 'ночной', 'волков', 'не', 'пропустить', 'на', 'территория', 'польша']",-1
6154,24306,32903,32924,"['назарбаев', 'извиниться', 'перед', 'супердемократичный', 'страна', 'за', 'итог', 'выборы']","['елбас', 'извиниться', 'перед', 'супердемократический', 'государство', 'за', 'итог', 'выборы']",0
6155,24307,32925,32926,"['совбез', 'россия', 'предложить', 'сократить', 'использование', 'валюта', 'в', 'страна']","['совбез', 'россия', 'предложить', 'ограничить', 'хождение', 'иностранный', 'валюта']",1
6156,24308,32927,32928,"['песок', 'санкция', 'против', 'путин', 'ввести', 'киев', 'мочь', 'быть', 'пустышка']","['песок', 'назвать', 'пустышка', 'возможный', 'украинский', 'санкция', 'против', 'путин']",1
6157,24309,32927,32929,"['песок', 'санкция', 'против', 'путин', 'ввести', 'киев', 'мочь', 'быть', 'пустышка']","['песок', 'санкция', 'киев', 'против', 'президент', 'россия', 'мочь', 'быть', 'пустышка']",1
6158,24310,32930,32931,"['путин', 'российский', 'экономика', 'относительно', 'легко', 'преодолеть', 'санкция']","['путин', 'заявить', 'о', 'преодоление', 'пиковый', 'нагрузка', 'из-за', 'санкция']",1
6159,24311,32932,32933,"['депутат', 'яковлев', 'макаров', 'отменить', 'командировка', 'петербургский', 'депутат', 'на', 'кипр']","['петербургский', 'депутат', 'отменить', 'визит', 'на', 'кипр']",0
6160,24312,32922,32934,"['колонна', 'ночной', 'волков', 'не', 'пропустить', 'на', 'территория', 'польша']","['польша', 'отказаться', 'пустить', 'ночной', 'волков']",1
6161,24314,32923,32934,"['``', 'ночной', 'волк', ""''"", 'не', 'участвовать', 'в', 'мотопробег', 'въехать', 'в', 'польша']","['польша', 'отказаться', 'пустить', 'ночной', 'волков']",-1
6162,24315,32930,32935,"['путин', 'российский', 'экономика', 'относительно', 'легко', 'преодолеть', 'санкция']","['путин', 'подсчитать', 'убыток', 'россия', 'от', 'экономический', 'санкция']",-1
6163,24316,32936,32937,"['здание', 'военный', 'училище', 'в', 'петербург', 'отреставрировать', 'к', 'осень']","['банкир', 'прогнозировать', 'закат', 'эра', 'зарплатный', 'карта']",-1
6164,24317,32938,32939,"['``', 'ночной', 'волк', ""''"", '``', 'передать', 'эстафета', ""''"", 'польский', 'друг']","['польский', 'байкер', 'поехать', 'по', 'маршрут', '``', 'ночной', 'волков', ""''""]",0
6165,24319,32824,32940,"['индия', 'вывезти', 'из', 'пострадать', 'от', 'землетрясение', 'непал', '1935', 'гражданин']","['при', 'землетрясение', 'в', 'непал', 'пострадать', 'гражданка', 'россия']",-1
6166,24320,32941,32940,"['мид', 'никто', 'из', 'житель', 'латвия', 'в', 'непал', 'не', 'пострадать', 'от', 'землетрясение']","['при', 'землетрясение', 'в', 'непал', 'пострадать', 'гражданка', 'россия']",-1
6167,24321,32815,32942,"['число', 'жертва', 'землетрясение', 'в', 'непал', 'превысить', '3', 'тыс', 'человек']","['число', 'жертва', 'непальский', 'землетрясение', 'превысить', '4', 'тысяча', 'человек']",0
6168,24322,32943,32942,"['жертва', 'непальский', 'землетрясение', 'в', 'кнр', 'стать', '20', 'человек']","['число', 'жертва', 'непальский', 'землетрясение', 'превысить', '4', 'тысяча', 'человек']",-1
6169,24323,32882,32942,"['число', 'жертва', 'землетрясение', 'в', 'непал', 'превысить', '3,7', 'тысяча']","['число', 'жертва', 'непальский', 'землетрясение', 'превысить', '4', 'тысяча', 'человек']",0
6170,24324,32877,32942,"['число', 'погибнуть', 'при', 'землетрясение', 'в', 'непал', 'превысить', '3,6', 'тысяча', 'человек']","['число', 'жертва', 'непальский', 'землетрясение', 'превысить', '4', 'тысяча', 'человек']",0
6171,24325,32944,32942,"['тв', 'число', 'жертва', 'землетрясение', 'в', 'непал', 'превысить', '3,5', 'тысяча']","['число', 'жертва', 'непальский', 'землетрясение', 'превысить', '4', 'тысяча', 'человек']",0
6172,24326,32945,32946,"['мордашов', 'решить', 'покинуть', 'пост', 'глава', 'северсталь']","['миллиардер', 'мордашов', 'покинуть', 'пост', 'гендиректор', 'северсталь']",1
6173,24327,32947,32948,"['новый', 'уголовный', 'дело', 'возбудить', 'против', 'экс-губернатор', 'сахалин']","['против', 'губернатор', 'сахалинский', 'область', 'возбудить', 'новый', 'уголовный', 'дело']",1
6174,24328,32949,32948,"['уголовный', 'дело', 'возбудить', 'по', 'факт', 'дтп', 'в', 'тюменский', 'область']","['против', 'губернатор', 'сахалинский', 'область', 'возбудить', 'новый', 'уголовный', 'дело']",-1
6175,24329,32950,32948,"['ъ', 'в', 'лихтенштейн', 'возбудить', 'уголовный', 'дело', 'против', 'бизнесмен', 'скурихин']","['против', 'губернатор', 'сахалинский', 'область', 'возбудить', 'новый', 'уголовный', 'дело']",-1
6176,24330,32951,32952,"['эрдоган', 'напомнить', 'путин', 'о', 'крым', 'и', 'украина', 'после', 'слово', 'о', 'геноцид', 'армянин']","['эрдоган', 'напомнить', 'путин', 'о', 'крым', 'после', 'заявление', 'о', 'геноцид']",0
6177,24331,32953,32954,"['в', 'британия', 'подозревать', 'буковский', 'в', 'хранение', '``', 'непристойный', ""''"", 'фото', 'ребёнок']","['владимир', 'буковский', 'обвинить', 'в', 'хранение', 'непристойный', 'изображение', 'ребёнок']",0
6178,24332,32955,32956,"['ъ', 'президент', '``', 'транснефть', ""''"", 'токарев', 'быть', 'возглавлять', 'компания', 'ещё', '5', 'год']","['николай', 'токарев', 'остаться', 'глава', 'транснефть', 'ещё', 'пять', 'год']",1
6179,24333,32891,32957,"['``', 'ночной', 'волк', ""''"", 'пересечь', 'польский', 'граница']","['ночной', 'волк', 'предпринять', 'новый', 'попытка', 'пересечь', 'граница', 'с', 'польша']",-1
6180,24334,32870,32957,"['``', 'ночной', 'волк', ""''"", 'направиться', 'к', 'польский', 'граница']","['ночной', 'волк', 'предпринять', 'новый', 'попытка', 'пересечь', 'граница', 'с', 'польша']",0
6181,24335,32923,32957,"['``', 'ночной', 'волк', ""''"", 'не', 'участвовать', 'в', 'мотопробег', 'въехать', 'в', 'польша']","['ночной', 'волк', 'предпринять', 'новый', 'попытка', 'пересечь', 'граница', 'с', 'польша']",-1
6182,24336,32958,32959,"['националист', 'дёмушкин', 'получить', '8', 'сутки', 'после', '``', 'вечеринка', 'в', 'честь', 'гитлер', ""''""]","['участник', 'вечеринка', 'в', 'честь', 'день', 'рождение', 'гитлер', 'дать', 'восемь', 'сутки']",1
6183,24337,32910,32960,"['путин', 'запад', 'использовать', 'экономический', 'рычаг', 'в', 'политический', 'цель']","['шувалов', 'обсудить', 'с', 'бизнесмен', 'закон', 'о', 'торговля', 'на', 'фон', 'критика', 'сеть']",-1
6184,24338,32961,32962,"['назначить', 'спецпредставитель', 'россия', 'в', 'контактный', 'группа', 'по', 'украина']","['россия', 'назначить', 'новый', 'главное', 'переговорщик', 'по', 'украина']",1
6185,24339,32963,32964,"['в', 'китай', 'наслать', 'захоронение', 'советский', 'солдат', 'великий', 'отечественный', 'война']","['в', 'китай', 'наслать', 'захоронение', 'тысяча', 'красноармеец']",0
6186,24340,32965,32966,"['правительство', 'россия', 'предлагать', 'повысить', 'прожиточный', 'минимум', 'на', '17,3', '%']","['прожиточный', 'минимум', 'увеличить', 'на', '17', 'процент']",0
6187,24341,32967,32968,"['иванов', 'о', 'танец', 'студентка', 'перед', 'мемориал', 'место', 'выбрать', 'неэтичный']","['сергей', 'иванов', 'прокомментировать', 'танец', 'на', 'фон', 'мемориал', 'в', 'новороссийск']",0
6188,24342,32961,32969,"['назначить', 'спецпредставитель', 'россия', 'в', 'контактный', 'группа', 'по', 'украина']","['путин', 'назначить', 'спецпредставитель', 'в', 'контактный', 'группа', 'по', 'украина']",0
6189,24343,32970,32971,"['медовый', 'месяц', 'с', 'землетрясение']","['эксперт', 'россиянин', 'в', 'два', 'раз', 'маленький', 'стать', 'задумываться', 'о', 'эмиграция']",-1
6190,24344,32972,32973,"['в', 'ирак', 'ликвидировать', '``', 'министр', 'оборона', ""''"", '``', 'исламский', 'государство', ""''""]","['в', 'ирак', 'уничтожить', 'военный', 'министр', 'исламский', 'государство']",1
6191,24345,32974,32975,"['лавров', 'россия', 'хотеть', 'чтобы', 'украина', 'оставаться', 'единый', 'государство']","['лавров', 'россия', 'не', 'отказаться', 'от', 'поддержка', 'соотечественник', 'на', 'украина']",-1
6192,24346,32976,32975,"['лавров', 'кампания', 'против', 'россия', 'бесперспективный']","['лавров', 'россия', 'не', 'отказаться', 'от', 'поддержка', 'соотечественник', 'на', 'украина']",-1
6193,24348,32979,32980,"['российский', 'байкер', 'вернуться', 'в', 'брест', 'после', 'отказ', 'в', 'въезд', 'в', 'польша']","['мид', 'рф', 'потребовать', 'от', 'польша', 'объяснить', 'запрет', 'на', 'въезд', 'российский', 'байкер']",-1
6194,24349,32922,32981,"['колонна', 'ночной', 'волков', 'не', 'пропустить', 'на', 'территория', 'польша']","['польша', 'объяснить', 'отказ', 'пропустить', 'ночной', 'волков', 'соображение', 'безопасность']",-1
6195,24350,32982,32981,"['россия', 'требовать', 'от', 'польша', 'объяснить', 'отказ', 'в', 'въезд', '``', 'ночной', 'волк', ""''""]","['польша', 'объяснить', 'отказ', 'пропустить', 'ночной', 'волков', 'соображение', 'безопасность']",-1
6196,24351,32983,32984,"['в', 'кремль', 'не', 'прокомментировать', 'идея', 'о', 'ограничение', 'иностранный', 'валюта']","['в', 'кремль', 'затрудниться', 'оценить', 'идея', 'о', 'ограничение', 'иностранный', 'валюта']",0
6197,24352,32985,32986,"['лавров', 'отказ', 'лидер', 'ряд', 'страна', 'посетить', 'москва', '9', 'май', 'не', 'проблема']","['лавров', 'назвать', 'причина', 'отказ', 'политик', 'приехать', 'на', '9', 'май', 'в', 'москва']",-1
6198,24354,32921,32987,"['сми', 'польша', 'отказать', 'в', 'въезд', 'участник', 'мотопробег', '``', 'ночной', 'волков', ""''""]","['москва', 'возмутиться', 'отказ', 'впустить', 'в', 'польша', 'мотопробег', 'ночной', 'волков']",-1
6199,24355,32988,32989,"['голодец', 'заморозить', 'средство', 'в', 'накопительный', 'часть', 'пенсия', 'не', 'вернуть']","['голодец', 'назвать', 'невозможный', 'возврат', 'средство', 'в', 'накопительный', 'часть', 'пенсия']",1
6200,24356,32990,32991,"['более', '50', 'человек', 'мочь', 'быть', 'под', 'завал', 'здание', 'в', 'саудовский', 'аравия']","['десятка', 'человек', 'погрести', 'под', 'обрушиться', 'здание', 'в', 'саудовский', 'аравия']",0
6201,24358,32994,32993,"['обсе', 'заявлять', 'о', 'интенсивный', 'обстрел', 'село', 'широкино', 'в', 'донбасс']","['наблюдатель', 'обсе', 'зафиксировать', 'интенсивный', 'бой', 'у', 'деревня', 'широкино']",1
6202,24359,32995,32996,"['шойгу', 'проверить', 'в', 'петербург', 'центр', 'управление', 'вмф', 'и', 'он', 'подразделение']","['шойгу', 'проверить', 'в', 'петербург', 'центр', 'управление', 'вмф']",0
6203,24360,32997,32998,"['тимоти', 'далтон', 'принять', 'участие', 'в', 'российский', 'проект', '``', 'онегин', 'версия', ""''""]","['тимоти', 'далтон', 'и', 'любовь', 'казарновский', 'поработать', 'над', 'российский', 'мультфильм']",-1
6204,24361,32873,32999,"['выборгский', 'таможня', 'в', 'финляндия', 'пытаться', 'вывезти', 'уникальный', 'печатный', 'издание']","['мультфильм', '``', 'снежный', 'королева', '3', ""''"", 'обойтись', 'в', '440', 'миллион', 'рубль']",-1
6205,24362,33000,33001,"['пушок', 'саммит', 'в', 'киев', 'показать', 'что', 'украина', 'жить', 'иллюзия']","['пушок', 'саммит', 'показать', 'что', 'киев', 'жить', 'иллюзия', 'о', 'евросоюз']",0
6206,24363,33002,33001,"['пушок', 'саммит', 'ес-украина', 'стать', 'саммит', 'требование', 'к', 'киев']","['пушок', 'саммит', 'показать', 'что', 'киев', 'жить', 'иллюзия', 'о', 'евросоюз']",-1
6207,24364,33003,33001,"['киев', 'и', 'евросоюз', 'обсудить', 'на', 'саммит', 'европейский', 'перспектива', 'украина']","['пушок', 'саммит', 'показать', 'что', 'киев', 'жить', 'иллюзия', 'о', 'евросоюз']",-1
6208,24365,33004,33005,"['путин', 'доложить', 'о', 'реакция', 'эрдоган', 'на', 'он', 'слово', 'о', 'геноцид', 'армянин']","['путин', 'передать', 'слово', 'эрдоган', 'относительно', 'крым']",-1
6209,24366,33006,33007,"['архив', 'решение', 'быть', 'принять', 'через', 'неделя']","['ек', 'намерить', 'выделить', 'украина', 'ещё', '70', 'млн', 'евро', 'на', 'новый', 'саркофаг', 'на', 'чаэс']",-1
6210,24367,33008,33009,"['в', 'центробанк', 'высказаться', 'против', 'ограничение', 'использование', 'иностранный', 'валюта']","['банк', 'россия', 'выступить', 'против', 'ограничение', 'на', 'использование', 'валюта']",0
6211,24368,32984,33008,"['в', 'кремль', 'затрудниться', 'оценить', 'идея', 'о', 'ограничение', 'иностранный', 'валюта']","['в', 'центробанк', 'высказаться', 'против', 'ограничение', 'использование', 'иностранный', 'валюта']",-1
6212,24369,32983,33008,"['в', 'кремль', 'не', 'прокомментировать', 'идея', 'о', 'ограничение', 'иностранный', 'валюта']","['в', 'центробанк', 'высказаться', 'против', 'ограничение', 'использование', 'иностранный', 'валюта']",-1
6213,24371,33011,33012,"['в', 'американский', 'балтимор', 'начаться', 'столкновение', 'протестовать', 'с', 'полиция']","['в', 'балтимор', 'возобновиться', 'столкновение', 'горожанин', 'с', 'полиция']",0
6214,24372,33013,33014,"['лишиться', 'жильё', 'из-за', 'взрыв', 'в', 'орёл', 'получить', 'по', '147', 'тысяча', 'рубль']","['пострадать', 'от', 'взрыв', 'в', 'орёл', 'получить', 'по', '146', 'тысяча', 'рубль']",0
6215,24373,33015,33016,"['ракета', '``', 'союз', ""''"", 'который', 'доставить', 'на', 'мкс', 'знамя', 'победа', 'готовить', 'к', 'старт']","['копия', 'знамя', 'победа', 'доставить', 'на', 'мкс']",0
6216,24374,33017,33018,"['не', 'менее', 'семь', 'полицейский', 'пострадать', 'при', 'беспорядок', 'в', 'балтимор']","['семь', 'полицейский', 'пострадать', 'при', 'беспорядок', 'в', 'американский', 'балтимор']",1
6217,24375,33011,33018,"['в', 'американский', 'балтимор', 'начаться', 'столкновение', 'протестовать', 'с', 'полиция']","['семь', 'полицейский', 'пострадать', 'при', 'беспорядок', 'в', 'американский', 'балтимор']",0
6218,24376,32926,33019,"['совбез', 'россия', 'предложить', 'ограничить', 'хождение', 'иностранный', 'валюта']","['песок', 'назвать', 'отдельный', 'мнение', 'идея', 'ограничить', 'хождение', 'валюта', 'в', 'россия']",-1
6219,24377,32926,33010,"['совбез', 'россия', 'предложить', 'ограничить', 'хождение', 'иностранный', 'валюта']","['банк', 'россия', 'посчитать', 'нецелесообразный', 'ограничить', 'оборот', 'иностранный', 'валюта']",-1
6220,24378,33020,33021,"['ульянов', 'политика', 'сша', 'препятствовать', 'сокращение', 'ядерный', 'оружие']","['мид', 'рф', 'политика', 'сша', 'препятствовать', 'сокращение', 'ядерный', 'оружие']",1
6221,24379,33022,33023,"['нарышкин', 'прийти', 'время', 'для', 'консультация', 'о', 'интеграция', 'евросоюз', 'и', 'еаэс']","['нарышкин', 'прийти', 'время', 'для', 'консультация', 'о', 'интеграция', 'ес', 'и', 'еаэс']",1
6222,24380,33024,33025,"['губернатор', 'мэриленд', 'объявить', 'режим', 'чп', 'из-за', 'беспорядок', 'в', 'балтимор']","['в', 'американский', 'балтимор', 'из-за', 'беспорядок', 'объявить', 'режим', 'чп']",0
6223,24381,33026,33027,"['нацгвардия', 'мэриленд', 'привести', 'в', 'готовность', 'из-за', 'ситуация', 'в', 'балтимор']","['в', 'мэриленд', 'из-за', 'беспорядок', 'привести', 'в', 'готовность', 'нацгвардия']",1
6224,24382,33028,33029,"['в', 'балтимор', 'из-за', 'массовый', 'беспорядок', 'вводиться', 'комендантский', 'час']","['власть', 'балтимор', 'объявить', 'комендантский', 'час', 'в', 'разграблять', 'город']",0
6225,24383,33030,33031,"['штабной', 'учение', 'нато', 'trident', 'jaguar', 'завершиться', 'в', 'эстония']","['в', 'эстония', 'завершиться', 'штабной', 'учение', 'нато', 'trident', 'jaguar']",1
6226,24384,33032,33033,"['журналист', 'филлипёс', 'выгнать', 'из', 'музей', 'бандёр', 'в', 'лондон', 'видео']","['британский', 'репортёр', 'грэм', 'филлипёс', 'выгнать', 'из', 'музей', 'бандёр']",0
6227,24385,33034,33035,"['в', 'ход', 'беспорядок', 'в', 'балтимор', 'пострадать', '15', 'полицейский']","['число', 'пострадать', 'полицейский', 'в', 'балтимор', 'вырасти', 'до', '15']",1
6228,24386,33017,33035,"['не', 'менее', 'семь', 'полицейский', 'пострадать', 'при', 'беспорядок', 'в', 'балтимор']","['число', 'пострадать', 'полицейский', 'в', 'балтимор', 'вырасти', 'до', '15']",0
6229,24387,33036,33037,"['nhk', 'похожий', 'на', 'взрыв', 'хлопок', 'раздаться', 'у', 'военный', 'база', 'сша', 'в', 'япония']","['громкий', 'хлопок', 'раздаться', 'рядом', 'с', 'военный', 'база', 'сша', 'в', 'япония']",1
6230,24388,33038,33039,"['оон', 'мощный', 'землетрясение', 'в', 'непал', 'нарушить', 'жизнь', '8', 'миллион', 'человек']","['землетрясение', 'в', 'непал', 'унести', 'жизнь', '4264', 'человек']",-1
6231,24389,33040,33039,"['число', 'жертва', 'землетрясение', 'в', 'непал', 'превысить', '4100', 'человек']","['землетрясение', 'в', 'непал', 'унести', 'жизнь', '4264', 'человек']",1
6232,24390,33039,33041,"['землетрясение', 'в', 'непал', 'унести', 'жизнь', '4264', 'человек']","['землетрясение', 'в', 'непал', 'нарушить', 'жизнь', '8', 'миллион', 'человек']",-1
6233,24391,32883,33041,"['жертва', 'землетрясение', 'в', 'непал', 'стать', '3725', 'человек']","['землетрясение', 'в', 'непал', 'нарушить', 'жизнь', '8', 'миллион', 'человек']",-1
6234,24392,33038,33041,"['оон', 'мощный', 'землетрясение', 'в', 'непал', 'нарушить', 'жизнь', '8', 'миллион', 'человек']","['землетрясение', 'в', 'непал', 'нарушить', 'жизнь', '8', 'миллион', 'человек']",1
6235,24393,33040,33041,"['число', 'жертва', 'землетрясение', 'в', 'непал', 'превысить', '4100', 'человек']","['землетрясение', 'в', 'непал', 'нарушить', 'жизнь', '8', 'миллион', 'человек']",-1
6236,24394,33042,33041,"['япония', 'выделить', '$', '8,38', 'миллион', 'пострадать', 'от', 'землетрясение', 'непал']","['землетрясение', 'в', 'непал', 'нарушить', 'жизнь', '8', 'миллион', 'человек']",-1
6237,24395,33043,33041,"['юнисеф', 'землетрясение', 'в', 'непал', 'затронуть', 'судьба', 'почти', 'миллион', 'ребёнок']","['землетрясение', 'в', 'непал', 'нарушить', 'жизнь', '8', 'миллион', 'человек']",-1
6238,24396,33044,33045,"['тело', 'сотня', 'возможный', 'жертва', '``', 'боко', 'хара', ""''"", 'найти', 'в', 'нигерийский', 'дамасак']","['в', 'нигерия', 'обнаружить', 'тело', 'сотня', 'возможный', 'жертва', '``', 'боко', 'хара', ""''""]",1
6239,24397,33046,33047,"['кпрф', 'найти', 'основание', 'для', 'взыскание', 'налог', 'с', 'google', 'ebay', 'и', 'paypal']","['в', 'кпрф', 'потребовать', 'взыскать', 'налог', 'с', 'google', 'и', 'ebay']",0
6240,24398,33048,33049,"['бречалов', 'возглавить', 'рейтинг', 'перспективный', 'политик', 'исэпить']","['опубликовать', 'рейтинг', 'перспективный', 'российский', 'политик']",-1
6241,24399,33050,33051,"['капитан', 'затонуть', 'судный', '``', 'севол', ""''"", 'приговорить', 'к', 'пожизненный', 'заключение']","['капитан', 'паром', '``', 'севоля', ""''"", 'приговорить', 'к', 'пожизненный', 'заключение']",1
6242,24400,33050,33052,"['капитан', 'затонуть', 'судный', '``', 'севол', ""''"", 'приговорить', 'к', 'пожизненный', 'заключение']","['капитан', 'паром', 'севоля', 'приговорить', 'к', 'пожизненный', 'заключение']",1
6243,24401,33053,33054,"['суг', 'япония', 'на', 'торжество', '9', 'май', 'быть', 'представлять', 'посол', 'страна', 'в', 'рф']","['премьер-министр', 'япония', 'не', 'быть', 'на', 'торжество', 'в', 'москва', '9', 'май']",0
6244,24402,33055,33054,"['словакия', 'подтвердить', 'приезд', 'премьера', 'фицо', 'на', 'торжество', '9', 'май', 'в', 'москва']","['премьер-министр', 'япония', 'не', 'быть', 'на', 'торжество', 'в', 'москва', '9', 'май']",-1
6245,24403,33056,33057,"['инаугурация', 'победить', 'на', 'выборы', 'назарбаев', 'пройти', '29', 'апрель']","['инаугурация', 'переизбрать', 'назарбаев', 'состояться', '29', 'апрель']",1
6246,24404,33058,33059,"['письмо', 'путин', 'рф', 'внести', 'свой', 'вклад', 'в', 'всеобщий', 'и', 'полный', 'разоружение']","['путин', 'рассказать', 'о', 'вклад', 'россия', 'в', 'всеобщий', 'разоружение']",1
6247,24405,33060,33061,"['нато', 'более', 'чем', 'вдвое', 'увеличить', 'численность', 'сила', 'реагирование']","['нато', 'удвоить', 'численность', 'сила', 'быстрый', 'реагирование']",1
6248,24406,33062,33063,"['фас', 'запретить', 'губернатор', 'регулировать', 'цена', 'на', 'продукт']","['фас', 'потребовать', 'отменить', 'регулирование', 'цена', 'на', 'продукт']",0
6249,24407,33064,33065,"['тридцать', 'самолёт', 'не', 'смочь', 'приземлиться', 'в', '``', 'шереметьево', ""''"", 'из-за', 'туман']","['шереметьево', 'отказаться', 'принять', '30', 'самолёт', 'из-за', 'туман']",0
6250,24409,33068,33069,"['самоходный', 'артиллерийский', 'установка', 'загореться', 'в', 'ростовский', 'область']","['на', 'учение', 'в', 'ростовский', 'область', 'загореться', 'самоходный', 'артустановка']",1
6251,24410,33070,33071,"['число', 'жертва', 'землетрясение', 'в', 'непал', 'превысить', '4,2', 'тыс', 'человек']","['премьер-министр', 'непал', 'допустить', 'увеличение', 'число', 'погибнуть', 'до', '10', 'тысяча', 'человек']",-1
6252,24411,32877,33071,"['число', 'погибнуть', 'при', 'землетрясение', 'в', 'непал', 'превысить', '3,6', 'тысяча', 'человек']","['премьер-министр', 'непал', 'допустить', 'увеличение', 'число', 'погибнуть', 'до', '10', 'тысяча', 'человек']",-1
6253,24412,33072,33073,"['``', 'прогресс-м27м', ""''"", 'с', 'знамя', 'победа', 'запустить', 'к', 'мкс', 'с', 'байконур']","['с', 'космодром', 'байконур', 'стартовать', '``', 'прогресс', ""''"", 'с', 'знамя', 'победа']",1
6254,24414,33064,33075,"['тридцать', 'самолёт', 'не', 'смочь', 'приземлиться', 'в', '``', 'шереметьево', ""''"", 'из-за', 'туман']","['в', 'шереметьево', '30', 'самолёт', 'не', 'смочь', 'приземлиться', 'из-за', 'туман']",1
6255,24415,33076,33077,"['скончаться', 'оператор', 'фильм', '``', 'властелин', 'кольцо', ""''"", 'и', '``', 'хоббит', ""''"", 'эндрю', 'леснуть']","['в', 'сша', 'скончаться', 'оператор', 'кинотрилогия', '``', 'властелин', 'кольцо', ""''"", 'и', '``', 'хоббит', ""''""]",1
6256,24416,33078,33079,"['цуп', 'грузовик', '``', 'прогресс', ""''"", 'полететь', 'к', 'мкс', 'по', 'двухсуточный', 'схема', 'полёт']","['цуп', 'отложить', 'стыковка', '``', 'прогресс', ""''"", 'с', 'мкс']",-1
6257,24417,33077,33080,"['в', 'сша', 'скончаться', 'оператор', 'кинотрилогия', '``', 'властелин', 'кольцо', ""''"", 'и', '``', 'хоббит', ""''""]","['умереть', 'оператор', 'властелин', 'кольцо', 'и', 'хоббит']",1
6258,24418,33076,33080,"['скончаться', 'оператор', 'фильм', '``', 'властелин', 'кольцо', ""''"", 'и', '``', 'хоббит', ""''"", 'эндрю', 'леснуть']","['умереть', 'оператор', 'властелин', 'кольцо', 'и', 'хоббит']",1
